Probe,Female CBZ C1,Female CBZ C2,Female CBZ C3,Female CBZ L1,Female CBZ L2,Female CBZ  L3,Female CBZ H1,Female CBZ H2,Female CBZ H3
A_15_P200631,0,0,0,1,1,1,1,1,1
A_15_P200636,0,0,0,1,1,1,1,1,1
A_15_P200641,0,0,0,1,1,1,1,1,1
A_15_P200646,0,0,0,1,1,1,1,1,1
A_15_P200651,0,0,0,1,1,1,1,1,1
A_15_P200656,0,0,0,1,1,1,1,1,1
A_15_P200661,0,0,0,1,1,1,1,1,1
A_15_P200666,0,0,0,1,1,1,1,1,1
A_15_P200671,0,0,0,1,1,1,1,1,1
A_15_P200676,0,0,0,1,1,1,1,1,1
A_15_P200681,0,0,0,1,1,1,1,1,1
A_15_P200686,0,0,0,1,1,1,1,1,1
A_15_P200691,0,0,0,1,1,1,1,1,1
A_15_P200696,0,0,0,1,1,1,1,1,1
A_15_P200706,0,0,0,1,1,1,1,1,1
A_15_P200711,0,0,0,1,1,1,1,1,1
A_15_P200716,0,0,0,1,1,1,1,1,1
A_15_P200721,0,0,0,1,1,1,1,1,1
A_15_P200726,0,0,0,1,1,1,1,1,1
A_15_P200731,0,0,0,1,1,1,1,1,1
A_15_P200736,0,0,0,1,1,1,1,1,1
A_15_P200741,0,0,0,1,1,1,1,1,1
A_15_P200746,0,0,0,1,1,1,1,1,1
A_15_P200761,0,0,0,1,1,1,1,1,1
A_15_P200771,0,0,0,1,1,1,1,1,1
A_15_P200776,0,0,0,1,1,1,1,1,1
A_15_P200781,0,0,0,1,1,1,1,1,1
A_15_P200791,0,0,0,1,1,1,1,1,1
A_15_P200796,0,0,0,1,1,1,1,1,1
A_15_P200801,0,0,0,1,1,1,1,1,1
A_15_P200806,0,0,0,1,1,1,1,1,1
A_15_P200811,0,0,0,1,1,1,1,1,1
A_15_P200821,0,0,0,1,1,1,1,1,1
A_15_P200826,0,0,0,1,1,1,1,1,1
A_15_P200841,0,0,0,1,1,1,1,1,1
A_15_P200846,0,0,0,1,1,1,1,1,1
A_15_P200851,0,0,0,1,1,1,1,1,1
A_15_P200856,0,0,0,1,1,1,1,1,1
A_15_P200861,0,0,0,1,1,1,1,1,1
A_15_P200866,0,0,0,1,1,1,1,1,1
A_15_P200871,0,0,0,1,1,1,1,1,1
A_15_P200896,0,0,0,1,1,1,1,1,1
A_15_P200901,0,0,0,1,1,1,1,1,1
A_15_P200916,0,0,0,1,1,1,1,1,1
A_15_P200931,0,0,0,1,1,1,1,1,1
A_15_P200936,0,0,0,1,1,1,1,1,1
A_15_P200941,0,0,0,1,1,1,1,1,1
A_15_P200946,0,0,0,1,1,1,1,1,1
A_15_P200951,0,0,0,1,1,1,1,1,1
A_15_P200956,0,0,0,1,1,1,1,1,1
A_15_P200961,0,0,0,1,1,1,1,1,1
A_15_P200966,0,0,0,1,1,1,1,1,1
A_15_P200971,0,0,0,1,1,1,1,1,1
A_15_P200981,0,0,0,1,1,1,1,1,1
A_15_P200991,0,0,0,1,1,1,1,1,1
A_15_P201001,0,0,0,1,1,1,1,1,1
A_15_P201011,0,0,0,1,1,1,1,1,1
A_15_P201016,0,0,0,1,1,1,1,1,1
A_15_P201021,0,0,0,1,1,1,1,1,1
A_15_P201026,0,0,0,1,1,1,1,1,1
A_15_P201031,0,0,0,1,1,1,1,1,1
A_15_P201046,0,0,0,1,1,1,1,1,1
A_15_P201056,0,0,0,1,1,1,1,1,1
A_15_P201061,0,0,0,1,1,1,1,1,1
A_15_P201066,0,0,0,1,1,1,1,1,1
A_15_P201071,0,0,0,1,1,1,1,1,1
A_15_P201076,0,0,0,1,1,1,1,1,1
A_15_P201081,0,0,0,1,1,1,1,1,1
A_15_P201086,0,0,0,1,1,1,1,1,1
A_15_P201091,0,0,0,1,1,1,1,1,1
A_15_P201096,0,0,0,1,1,1,1,1,1
A_15_P201101,0,0,0,1,1,1,1,1,1
A_15_P201106,0,0,0,1,1,1,1,1,1
A_15_P201111,0,0,0,1,1,1,1,1,1
A_15_P201116,0,0,0,1,1,1,1,1,1
A_15_P201121,0,0,0,1,1,1,1,1,1
A_15_P201126,0,0,0,1,1,1,1,1,1
A_15_P201131,0,0,0,1,1,1,1,1,1
A_15_P201141,0,0,0,1,1,1,1,1,1
A_15_P201161,0,0,0,1,1,1,1,1,1
A_15_P201166,0,0,0,1,1,1,1,1,1
A_15_P201171,0,0,0,1,1,1,1,1,1
A_15_P201176,0,0,0,1,1,1,1,1,1
A_15_P201181,0,0,0,1,1,1,1,1,1
A_15_P201186,0,0,0,1,1,1,1,1,1
A_15_P201191,0,0,0,1,1,1,1,1,1
A_15_P201206,0,0,0,1,1,1,1,1,1
A_15_P201211,0,0,0,1,1,1,1,1,1
A_15_P201216,0,0,0,1,1,1,1,1,1
A_15_P201222,0,0,0,1,1,1,1,1,1
A_15_P201226,0,0,0,1,1,1,1,1,1
A_15_P201231,0,0,0,1,1,1,1,1,1
A_15_P201236,0,0,0,1,1,1,1,1,1
A_15_P201244,0,0,0,1,1,1,1,1,1
A_15_P201246,0,0,0,1,1,1,1,1,1
A_15_P201251,0,0,0,1,1,1,1,1,1
A_15_P201256,0,0,0,1,1,1,1,1,1
A_15_P201261,0,0,0,1,1,1,1,1,1
A_15_P201266,0,0,0,1,1,1,1,1,1
A_15_P201271,0,0,0,1,1,1,1,1,1
A_15_P201276,0,0,0,1,1,1,1,1,1
A_15_P201281,0,0,0,1,1,1,1,1,1
A_15_P201286,0,0,0,1,1,1,1,1,1
A_15_P201291,0,0,0,1,1,1,1,1,1
A_15_P201296,0,0,0,1,1,1,1,1,1
A_15_P201301,0,0,0,1,1,1,1,1,1
A_15_P201306,0,0,0,1,1,1,1,1,1
A_15_P201311,0,0,0,1,1,1,1,1,1
A_15_P201316,0,0,0,1,1,1,1,1,1
A_15_P201321,0,0,0,1,1,1,1,1,1
A_15_P201326,0,0,0,1,1,1,1,1,1
A_15_P201331,0,0,0,1,1,1,1,1,1
A_15_P201336,0,0,0,1,1,1,1,1,1
A_15_P201341,0,0,0,1,1,1,1,1,1
A_15_P201346,0,0,0,1,1,1,1,1,1
A_15_P201351,0,0,0,1,1,1,1,1,1
A_15_P201356,0,0,0,1,1,1,1,1,1
A_15_P201366,0,0,0,1,1,1,1,1,1
A_15_P201371,0,0,0,1,1,1,1,1,1
A_15_P201376,0,0,0,1,1,1,1,1,1
A_15_P201381,0,0,0,1,1,1,1,1,1
A_15_P201386,0,0,0,1,1,1,1,1,1
A_15_P201391,0,0,0,1,1,1,1,1,1
A_15_P201396,0,0,0,1,1,1,1,1,1
A_15_P201401,0,0,0,1,1,1,1,1,1
A_15_P201406,0,0,0,1,1,1,1,1,1
A_15_P201411,0,0,0,1,1,1,1,1,1
A_15_P201416,0,0,0,1,1,1,1,1,1
A_15_P201421,0,0,0,1,1,1,1,1,1
A_15_P201446,0,0,0,1,1,1,1,1,1
A_15_P201451,0,0,0,1,1,1,1,1,1
A_15_P201456,0,0,0,1,1,1,1,1,1
A_15_P201461,0,0,0,1,1,1,1,1,1
A_15_P201466,0,0,0,1,1,1,1,1,1
A_15_P201471,0,0,0,1,1,1,1,1,1
A_15_P201476,0,0,0,1,1,1,1,1,1
A_15_P201481,0,0,0,1,1,1,1,1,1
A_15_P201486,0,0,0,1,1,1,1,1,1
A_15_P201494,0,0,0,1,1,1,1,1,1
A_15_P201496,0,0,0,1,1,1,1,1,1
A_15_P201501,0,0,0,1,1,1,1,1,1
A_15_P201506,0,0,0,1,1,1,1,1,1
A_15_P201511,0,0,0,1,1,1,1,1,1
A_15_P201521,0,0,0,1,1,1,1,1,1
A_15_P201526,0,0,0,1,1,1,1,1,1
A_15_P201531,0,0,0,1,1,1,1,1,1
A_15_P201536,0,0,0,1,1,1,1,1,1
A_15_P201541,0,0,0,1,1,1,1,1,1
A_15_P201546,0,0,0,1,1,1,1,1,1
A_15_P201551,0,0,0,1,1,1,1,1,1
A_15_P201561,0,0,0,1,1,1,1,1,1
A_15_P201576,0,0,0,1,1,1,1,1,1
A_15_P201591,0,0,0,1,1,1,1,1,1
A_15_P201636,0,0,0,1,1,1,1,1,1
A_15_P201641,0,0,0,1,1,1,1,1,1
A_15_P201646,0,0,0,1,1,1,1,1,1
A_15_P201651,0,0,0,1,1,1,1,1,1
A_15_P201657,0,0,0,1,1,1,1,1,1
A_15_P201661,0,0,0,1,1,1,1,1,1
A_15_P201666,0,0,0,1,1,1,1,1,1
A_15_P201676,0,0,0,1,1,1,1,1,1
A_15_P201681,0,0,0,1,1,1,1,1,1
A_15_P201691,0,0,0,1,1,1,1,1,1
A_15_P201696,0,0,0,1,1,1,1,1,1
A_15_P201701,0,0,0,1,1,1,1,1,1
A_15_P201706,0,0,0,1,1,1,1,1,1
A_15_P201711,0,0,0,1,1,1,1,1,1
A_15_P201716,0,0,0,1,1,1,1,1,1
A_15_P201721,0,0,0,1,1,1,1,1,1
A_15_P201742,0,0,0,1,1,1,1,1,1
A_15_P201747,0,0,0,1,1,1,1,1,1
A_15_P201756,0,0,0,1,1,1,1,1,1
A_15_P201764,0,0,0,1,1,1,1,1,1
A_15_P201766,0,0,0,1,1,1,1,1,1
A_15_P201771,0,0,0,1,1,1,1,1,1
A_15_P201776,0,0,0,1,1,1,1,1,1
A_15_P201781,0,0,0,1,1,1,1,1,1
A_15_P201790,0,0,0,1,1,1,1,1,1
A_15_P201796,0,0,0,1,1,1,1,1,1
A_15_P201801,0,0,0,1,1,1,1,1,1
A_15_P201806,0,0,0,1,1,1,1,1,1
A_15_P201811,0,0,0,1,1,1,1,1,1
A_15_P201816,0,0,0,1,1,1,1,1,1
A_15_P201821,0,0,0,1,1,1,1,1,1
A_15_P201831,0,0,0,1,1,1,1,1,1
A_15_P201836,0,0,0,1,1,1,1,1,1
A_15_P201841,0,0,0,1,1,1,1,1,1
A_15_P201846,0,0,0,1,1,1,1,1,1
A_15_P201851,0,0,0,1,1,1,1,1,1
A_15_P201856,0,0,0,1,1,1,1,1,1
A_15_P201861,0,0,0,1,1,1,1,1,1
A_15_P201866,0,0,0,1,1,1,1,1,1
A_15_P201871,0,0,0,1,1,1,1,1,1
A_15_P201881,0,0,0,1,1,1,1,1,1
A_15_P201886,0,0,0,1,1,1,1,1,1
A_15_P201891,0,0,0,1,1,1,1,1,1
A_15_P201901,0,0,0,1,1,1,1,1,1
A_15_P201911,0,0,0,1,1,1,1,1,1
A_15_P201921,0,0,0,1,1,1,1,1,1
A_15_P201926,0,0,0,1,1,1,1,1,1
A_15_P201931,0,0,0,1,1,1,1,1,1
A_15_P201936,0,0,0,1,1,1,1,1,1
A_15_P201941,0,0,0,1,1,1,1,1,1
A_15_P201946,0,0,0,1,1,1,1,1,1
A_15_P201951,0,0,0,1,1,1,1,1,1
A_15_P201956,0,0,0,1,1,1,1,1,1
A_15_P201961,0,0,0,1,1,1,1,1,1
A_15_P201966,0,0,0,1,1,1,1,1,1
A_15_P201976,0,0,0,1,1,1,1,1,1
A_15_P201981,0,0,0,1,1,1,1,1,1
A_15_P201986,0,0,0,1,1,1,1,1,1
A_15_P201996,0,0,0,1,1,1,1,1,1
A_15_P202001,0,0,0,1,1,1,1,1,1
A_15_P202011,0,0,0,1,1,1,1,1,1
A_15_P202016,0,0,0,1,1,1,1,1,1
A_15_P202021,0,0,0,1,1,1,1,1,1
A_15_P202026,0,0,0,1,1,1,1,1,1
A_15_P202031,0,0,0,1,1,1,1,1,1
A_15_P202036,0,0,0,1,1,1,1,1,1
A_15_P202041,0,0,0,1,1,1,1,1,1
A_15_P202046,0,0,0,1,1,1,1,1,1
A_15_P202051,0,0,0,1,1,1,1,1,1
A_15_P202056,0,0,0,1,1,1,1,1,1
A_15_P202061,0,0,0,1,1,1,1,1,1
A_15_P202071,0,0,0,1,1,1,1,1,1
A_15_P202076,0,0,0,1,1,1,1,1,1
A_15_P202081,0,0,0,1,1,1,1,1,1
A_15_P202086,0,0,0,1,1,1,1,1,1
A_15_P202091,0,0,0,1,1,1,1,1,1
A_15_P202101,0,0,0,1,1,1,1,1,1
A_15_P202106,0,0,0,1,1,1,1,1,1
A_15_P202111,0,0,0,1,1,1,1,1,1
A_15_P202116,0,0,0,1,1,1,1,1,1
A_15_P202121,0,0,0,1,1,1,1,1,1
A_15_P202131,0,0,0,1,1,1,1,1,1
A_15_P202141,0,0,0,1,1,1,1,1,1
A_15_P202146,0,0,0,1,1,1,1,1,1
A_15_P202151,0,0,0,1,1,1,1,1,1
A_15_P202156,0,0,0,1,1,1,1,1,1
A_15_P202161,0,0,0,1,1,1,1,1,1
A_15_P202171,0,0,0,1,1,1,1,1,1
A_15_P202176,0,0,0,1,1,1,1,1,1
A_15_P202181,0,0,0,1,1,1,1,1,1
A_15_P202191,0,0,0,1,1,1,1,1,1
A_15_P202196,0,0,0,1,1,1,1,1,1
A_15_P202201,0,0,0,1,1,1,1,1,1
A_15_P202206,0,0,0,1,1,1,1,1,1
A_15_P202216,0,0,0,1,1,1,1,1,1
A_15_P202221,0,0,0,1,1,1,1,1,1
A_15_P202231,0,0,0,1,1,1,1,1,1
A_15_P202241,0,0,0,1,1,1,1,1,1
A_15_P202246,0,0,0,1,1,1,1,1,1
A_15_P202251,0,0,0,1,1,1,1,1,1
A_15_P202256,0,0,0,1,1,1,1,1,1
A_15_P202266,0,0,0,1,1,1,1,1,1
A_15_P202271,0,0,0,1,1,1,1,1,1
A_15_P202281,0,0,0,1,1,1,1,1,1
A_15_P202289,0,0,0,1,1,1,1,1,1
A_15_P202291,0,0,0,1,1,1,1,1,1
A_15_P202296,0,0,0,1,1,1,1,1,1
A_15_P202301,0,0,0,1,1,1,1,1,1
A_15_P202306,0,0,0,1,1,1,1,1,1
A_15_P202311,0,0,0,1,1,1,1,1,1
A_15_P202316,0,0,0,1,1,1,1,1,1
A_15_P202321,0,0,0,1,1,1,1,1,1
A_15_P202336,0,0,0,1,1,1,1,1,1
A_15_P202341,0,0,0,1,1,1,1,1,1
A_15_P202346,0,0,0,1,1,1,1,1,1
A_15_P202351,0,0,0,1,1,1,1,1,1
A_15_P202356,0,0,0,1,1,1,1,1,1
A_15_P202361,0,0,0,1,1,1,1,1,1
A_15_P202366,0,0,0,1,1,1,1,1,1
A_15_P202371,0,0,0,1,1,1,1,1,1
A_15_P202376,0,0,0,1,1,1,1,1,1
A_15_P202381,0,0,0,1,1,1,1,1,1
A_15_P202386,0,0,0,1,1,1,1,1,1
A_15_P202391,0,0,0,1,1,1,1,1,1
A_15_P202396,0,0,0,1,1,1,1,1,1
A_15_P202401,0,0,0,1,1,1,1,1,1
A_15_P202406,0,0,0,1,1,1,1,1,1
A_15_P202416,0,0,0,1,1,1,1,1,1
A_15_P202426,0,0,0,1,1,1,1,1,1
A_15_P202431,0,0,0,1,1,1,1,1,1
A_15_P202436,0,0,0,1,1,1,1,1,1
A_15_P202441,0,0,0,1,1,1,1,1,1
A_15_P202446,0,0,0,1,1,1,1,1,1
A_15_P202451,0,0,0,1,1,1,1,1,1
A_15_P202456,0,0,0,1,1,1,1,1,1
A_15_P202466,0,0,0,1,1,1,1,1,1
A_15_P202471,0,0,0,1,1,1,1,1,1
A_15_P202476,0,0,0,1,1,1,1,1,1
A_15_P202481,0,0,0,1,1,1,1,1,1
A_15_P202486,0,0,0,1,1,1,1,1,1
A_15_P202491,0,0,0,1,1,1,1,1,1
A_15_P202496,0,0,0,1,1,1,1,1,1
A_15_P202501,0,0,0,1,1,1,1,1,1
A_15_P202506,0,0,0,1,1,1,1,1,1
A_15_P202511,0,0,0,1,1,1,1,1,1
A_15_P202516,0,0,0,1,1,1,1,1,1
A_15_P202521,0,0,0,1,1,1,1,1,1
A_15_P202526,0,0,0,1,1,1,1,1,1
A_15_P202536,0,0,0,1,1,1,1,1,1
A_15_P202541,0,0,0,1,1,1,1,1,1
A_15_P202546,0,0,0,1,1,1,1,1,1
A_15_P202551,0,0,0,1,1,1,1,1,1
A_15_P202556,0,0,0,1,1,1,1,1,1
A_15_P202561,0,0,0,1,1,1,1,1,1
A_15_P202566,0,0,0,1,1,1,1,1,1
A_15_P202571,0,0,0,1,1,1,1,1,1
A_15_P202576,0,0,0,1,1,1,1,1,1
A_15_P202581,0,0,0,1,1,1,1,1,1
A_15_P202591,0,0,0,1,1,1,1,1,1
A_15_P202596,0,0,0,1,1,1,1,1,1
A_15_P202601,0,0,0,1,1,1,1,1,1
A_15_P202606,0,0,0,1,1,1,1,1,1
A_15_P202611,0,0,0,1,1,1,1,1,1
A_15_P202616,0,0,0,1,1,1,1,1,1
A_15_P202621,0,0,0,1,1,1,1,1,1
A_15_P202626,0,0,0,1,1,1,1,1,1
A_15_P202631,0,0,0,1,1,1,1,1,1
A_15_P202636,0,0,0,1,1,1,1,1,1
A_15_P202641,0,0,0,1,1,1,1,1,1
A_15_P202646,0,0,0,1,1,1,1,1,1
A_15_P202651,0,0,0,1,1,1,1,1,1
A_15_P202656,0,0,0,1,1,1,1,1,1
A_15_P202661,0,0,0,1,1,1,1,1,1
A_15_P202666,0,0,0,1,1,1,1,1,1
A_15_P202671,0,0,0,1,1,1,1,1,1
A_15_P202676,0,0,0,1,1,1,1,1,1
A_15_P202681,0,0,0,1,1,1,1,1,1
A_15_P202691,0,0,0,1,1,1,1,1,1
A_15_P202696,0,0,0,1,1,1,1,1,1
A_15_P202701,0,0,0,1,1,1,1,1,1
A_15_P202706,0,0,0,1,1,1,1,1,1
A_15_P202716,0,0,0,1,1,1,1,1,1
A_15_P202721,0,0,0,1,1,1,1,1,1
A_15_P202726,0,0,0,1,1,1,1,1,1
A_15_P202731,0,0,0,1,1,1,1,1,1
A_15_P202746,0,0,0,1,1,1,1,1,1
A_15_P202751,0,0,0,1,1,1,1,1,1
A_15_P202756,0,0,0,1,1,1,1,1,1
A_15_P202761,0,0,0,1,1,1,1,1,1
A_15_P202766,0,0,0,1,1,1,1,1,1
A_15_P202771,0,0,0,1,1,1,1,1,1
A_15_P202781,0,0,0,1,1,1,1,1,1
A_15_P202786,0,0,0,1,1,1,1,1,1
A_15_P202796,0,0,0,1,1,1,1,1,1
A_15_P202801,0,0,0,1,1,1,1,1,1
A_15_P202807,0,0,0,1,1,1,1,1,1
A_15_P202811,0,0,0,1,1,1,1,1,1
A_15_P202821,0,0,0,1,1,1,1,1,1
A_15_P202826,0,0,0,1,1,1,1,1,1
A_15_P202831,0,0,0,1,1,1,1,1,1
A_15_P202836,0,0,0,1,1,1,1,1,1
A_15_P202841,0,0,0,1,1,1,1,1,1
A_15_P202846,0,0,0,1,1,1,1,1,1
A_15_P202851,0,0,0,1,1,1,1,1,1
A_15_P202856,0,0,0,1,1,1,1,1,1
A_15_P202861,0,0,0,1,1,1,1,1,1
A_15_P202866,0,0,0,1,1,1,1,1,1
A_15_P202876,0,0,0,1,1,1,1,1,1
A_15_P202881,0,0,0,1,1,1,1,1,1
A_15_P202886,0,0,0,1,1,1,1,1,1
A_15_P202891,0,0,0,1,1,1,1,1,1
A_15_P202896,0,0,0,1,1,1,1,1,1
A_15_P202911,0,0,0,1,1,1,1,1,1
A_15_P202916,0,0,0,1,1,1,1,1,1
A_15_P202921,0,0,0,1,1,1,1,1,1
A_15_P202936,0,0,0,1,1,1,1,1,1
A_15_P202941,0,0,0,1,1,1,1,1,1
A_15_P202951,0,0,0,1,1,1,1,1,1
A_15_P202956,0,0,0,1,1,1,1,1,1
A_15_P202961,0,0,0,1,1,1,1,1,1
A_15_P202966,0,0,0,1,1,1,1,1,1
A_15_P202981,0,0,0,1,1,1,1,1,1
A_15_P202986,0,0,0,1,1,1,1,1,1
A_15_P202996,0,0,0,1,1,1,1,1,1
A_15_P203001,0,0,0,1,1,1,1,1,1
A_15_P203006,0,0,0,1,1,1,1,1,1
A_15_P203011,0,0,0,1,1,1,1,1,1
A_15_P203016,0,0,0,1,1,1,1,1,1
A_15_P203021,0,0,0,1,1,1,1,1,1
A_15_P203026,0,0,0,1,1,1,1,1,1
A_15_P203031,0,0,0,1,1,1,1,1,1
A_15_P203036,0,0,0,1,1,1,1,1,1
A_15_P203046,0,0,0,1,1,1,1,1,1
A_15_P203051,0,0,0,1,1,1,1,1,1
A_15_P203056,0,0,0,1,1,1,1,1,1
A_15_P203061,0,0,0,1,1,1,1,1,1
A_15_P203071,0,0,0,1,1,1,1,1,1
A_15_P203086,0,0,0,1,1,1,1,1,1
A_15_P203101,0,0,0,1,1,1,1,1,1
A_15_P203106,0,0,0,1,1,1,1,1,1
A_15_P203111,0,0,0,1,1,1,1,1,1
A_15_P203116,0,0,0,1,1,1,1,1,1
A_15_P203121,0,0,0,1,1,1,1,1,1
A_15_P203126,0,0,0,1,1,1,1,1,1
A_15_P203136,0,0,0,1,1,1,1,1,1
A_15_P203141,0,0,0,1,1,1,1,1,1
A_15_P203146,0,0,0,1,1,1,1,1,1
A_15_P203151,0,0,0,1,1,1,1,1,1
A_15_P203156,0,0,0,1,1,1,1,1,1
A_15_P203161,0,0,0,1,1,1,1,1,1
A_15_P203166,0,0,0,1,1,1,1,1,1
A_15_P203171,0,0,0,1,1,1,1,1,1
A_15_P203181,0,0,0,1,1,1,1,1,1
A_15_P203186,0,0,0,1,1,1,1,1,1
A_15_P203191,0,0,0,1,1,1,1,1,1
A_15_P203196,0,0,0,1,1,1,1,1,1
A_15_P203211,0,0,0,1,1,1,1,1,1
A_15_P203221,0,0,0,1,1,1,1,1,1
A_15_P203226,0,0,0,1,1,1,1,1,1
A_15_P203231,0,0,0,1,1,1,1,1,1
A_15_P203241,0,0,0,1,1,1,1,1,1
A_15_P203246,0,0,0,1,1,1,1,1,1
A_15_P203251,0,0,0,1,1,1,1,1,1
A_15_P203256,0,0,0,1,1,1,1,1,1
A_15_P203261,0,0,0,1,1,1,1,1,1
A_15_P203266,0,0,0,1,1,1,1,1,1
A_15_P203271,0,0,0,1,1,1,1,1,1
A_15_P203276,0,0,0,1,1,1,1,1,1
A_15_P203281,0,0,0,1,1,1,1,1,1
A_15_P203291,0,0,0,1,1,1,1,1,1
A_15_P203296,0,0,0,1,1,1,1,1,1
A_15_P203301,0,0,0,1,1,1,1,1,1
A_15_P203306,0,0,0,1,1,1,1,1,1
A_15_P203321,0,0,0,1,1,1,1,1,1
A_15_P203326,0,0,0,1,1,1,1,1,1
A_15_P203331,0,0,0,1,1,1,1,1,1
A_15_P203336,0,0,0,1,1,1,1,1,1
A_15_P203341,0,0,0,1,1,1,1,1,1
A_15_P203351,0,0,0,1,1,1,1,1,1
A_15_P203356,0,0,0,1,1,1,1,1,1
A_15_P203361,0,0,0,1,1,1,1,1,1
A_15_P203371,0,0,0,1,1,1,1,1,1
A_15_P203376,0,0,0,1,1,1,1,1,1
A_15_P203381,0,0,0,1,1,1,1,1,1
A_15_P203386,0,0,0,1,1,1,1,1,1
A_15_P203391,0,0,0,1,1,1,1,1,1
A_15_P203396,0,0,0,1,1,1,1,1,1
A_15_P203401,0,0,0,1,1,1,1,1,1
A_15_P203411,0,0,0,1,1,1,1,1,1
A_15_P203416,0,0,0,1,1,1,1,1,1
A_15_P203426,0,0,0,1,1,1,1,1,1
A_15_P203431,0,0,0,1,1,1,1,1,1
A_15_P203436,0,0,0,1,1,1,1,1,1
A_15_P203441,0,0,0,1,1,1,1,1,1
A_15_P203446,0,0,0,1,1,1,1,1,1
A_15_P203451,0,0,0,1,1,1,1,1,1
A_15_P203456,0,0,0,1,1,1,1,1,1
A_15_P203466,0,0,0,1,1,1,1,1,1
A_15_P203477,0,0,0,1,1,1,1,1,1
A_15_P203481,0,0,0,1,1,1,1,1,1
A_15_P203486,0,0,0,1,1,1,1,1,1
A_15_P203491,0,0,0,1,1,1,1,1,1
A_15_P203496,0,0,0,1,1,1,1,1,1
A_15_P203506,0,0,0,1,1,1,1,1,1
A_15_P203516,0,0,0,1,1,1,1,1,1
A_15_P203526,0,0,0,1,1,1,1,1,1
A_15_P203531,0,0,0,1,1,1,1,1,1
A_15_P203546,0,0,0,1,1,1,1,1,1
A_15_P203551,0,0,0,1,1,1,1,1,1
A_15_P203556,0,0,0,1,1,1,1,1,1
A_15_P203561,0,0,0,1,1,1,1,1,1
A_15_P203566,0,0,0,1,1,1,1,1,1
A_15_P203571,0,0,0,1,1,1,1,1,1
A_15_P203581,0,0,0,1,1,1,1,1,1
A_15_P203586,0,0,0,1,1,1,1,1,1
A_15_P203591,0,0,0,1,1,1,1,1,1
A_15_P203596,0,0,0,1,1,1,1,1,1
A_15_P203606,0,0,0,1,1,1,1,1,1
A_15_P203611,0,0,0,1,1,1,1,1,1
A_15_P203616,0,0,0,1,1,1,1,1,1
A_15_P203621,0,0,0,1,1,1,1,1,1
A_15_P203626,0,0,0,1,1,1,1,1,1
A_15_P203631,0,0,0,1,1,1,1,1,1
A_15_P203651,0,0,0,1,1,1,1,1,1
A_15_P203656,0,0,0,1,1,1,1,1,1
A_15_P203671,0,0,0,1,1,1,1,1,1
A_15_P203676,0,0,0,1,1,1,1,1,1
A_15_P203686,0,0,0,1,1,1,1,1,1
A_15_P203692,0,0,0,1,1,1,1,1,1
A_15_P203696,0,0,0,1,1,1,1,1,1
A_15_P203701,0,0,0,1,1,1,1,1,1
A_15_P203706,0,0,0,1,1,1,1,1,1
A_15_P203711,0,0,0,1,1,1,1,1,1
A_15_P203718,0,0,0,1,1,1,1,1,1
A_15_P203726,0,0,0,1,1,1,1,1,1
A_15_P203731,0,0,0,1,1,1,1,1,1
A_15_P203736,0,0,0,1,1,1,1,1,1
A_15_P203745,0,0,0,1,1,1,1,1,1
A_15_P203746,0,0,0,1,1,1,1,1,1
A_15_P203751,0,0,0,1,1,1,1,1,1
A_15_P203756,0,0,0,1,1,1,1,1,1
A_15_P203761,0,0,0,1,1,1,1,1,1
A_15_P203766,0,0,0,1,1,1,1,1,1
A_15_P203771,0,0,0,1,1,1,1,1,1
A_15_P203776,0,0,0,1,1,1,1,1,1
A_15_P203781,0,0,0,1,1,1,1,1,1
A_15_P203786,0,0,0,1,1,1,1,1,1
A_15_P203791,0,0,0,1,1,1,1,1,1
A_15_P203796,0,0,0,1,1,1,1,1,1
A_15_P203806,0,0,0,1,1,1,1,1,1
A_15_P203811,0,0,0,1,1,1,1,1,1
A_15_P203816,0,0,0,1,1,1,1,1,1
A_15_P203821,0,0,0,1,1,1,1,1,1
A_15_P203826,0,0,0,1,1,1,1,1,1
A_15_P203831,0,0,0,1,1,1,1,1,1
A_15_P203841,0,0,0,1,1,1,1,1,1
A_15_P203846,0,0,0,1,1,1,1,1,1
A_15_P203851,0,0,0,1,1,1,1,1,1
A_15_P203856,0,0,0,1,1,1,1,1,1
A_15_P203861,0,0,0,1,1,1,1,1,1
A_15_P203866,0,0,0,1,1,1,1,1,1
A_15_P203876,0,0,0,1,1,1,1,1,1
A_15_P203881,0,0,0,1,1,1,1,1,1
A_15_P203886,0,0,0,1,1,1,1,1,1
A_15_P203901,0,0,0,1,1,1,1,1,1
A_15_P203906,0,0,0,1,1,1,1,1,1
A_15_P203911,0,0,0,1,1,1,1,1,1
A_15_P203921,0,0,0,1,1,1,1,1,1
A_15_P203926,0,0,0,1,1,1,1,1,1
A_15_P203931,0,0,0,1,1,1,1,1,1
A_15_P203941,0,0,0,1,1,1,1,1,1
A_15_P203946,0,0,0,1,1,1,1,1,1
A_15_P203951,0,0,0,1,1,1,1,1,1
A_15_P203961,0,0,0,1,1,1,1,1,1
A_15_P203966,0,0,0,1,1,1,1,1,1
A_15_P203971,0,0,0,1,1,1,1,1,1
A_15_P203976,0,0,0,1,1,1,1,1,1
A_15_P203981,0,0,0,1,1,1,1,1,1
A_15_P203986,0,0,0,1,1,1,1,1,1
A_15_P203996,0,0,0,1,1,1,1,1,1
A_15_P204001,0,0,0,1,1,1,1,1,1
A_15_P204006,0,0,0,1,1,1,1,1,1
